wikiname;variations;author;author_firstname;wikiID;freq;repo_title;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
DAS_JUNGE_EUROPA;['Das junge Europa'];Laube;Heinrich;noWikiID;2;Das junge Europa;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Laube_Heinrich_Das_junge_Europa.xml;1833;novel;textgrid;das junge europa;godwi oder das steinerne bild der mutter;0;85.5;heinrich laube;laube, heinrich;1;91.72413793
DAS_KAJUETENBUCH;['Das KajÃ¼tenbuch'];Sealsfield;Charles;noWikiID;1;Das KajÃ¼tenbuch;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Sealsfield_Charles_Das_KajÃ¼tenbuch.xml;1841;narration;textgrid;das kajuetenbuch;godwi oder das steinerne bild der mutter;0;85.5;charles sealsfield;charles &lt;0;85.5
DAS_KLOSTER_BEI_SENDOMIR;['Das Kloster bei Sendomir'];Grillparzer;Franz;Q1169335;1;Das Kloster bei Sendomir;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Grillparzer_Franz_Das_Kloster_bei_Sendomir.xml;1827;([], ['novella']);textgrid;das kloster bei sendomir;das narrenschiff;0;85.5;franz grillparzer;grillparzer, franz;1;92.28571429
DAS_KREUZ_IM_VENN;['Das Kreuz im Venn'];Viebig;Clara;noWikiID;1;Das Kreuz im Venn;../../viebig/kreuvenn/kreuvenn.html;1908;novel;Gutenberg-DE;das kreuz im venn;godwi oder das steinerne bild der mutter;0;85.5;clara viebig;viebig, clara;1;91.2
DAS_LEBEN_DER_HOCHGRAEFIN_GRITTA_VON_RATTENZUHAUSBEIUNS;['Das Leben der <HochgrÃ¤fin Gritta von Rattenzuhausbeiuns'];Arnim;Bettina von;noWikiID;1;Das Leben der HochgrÃ¤fin Gritta von Rattenzuhausbeiuns;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Bettina_von_Das_Leben_der_HochgrÃ¤fin_Gritta_von_Rattenzuhausbeiuns.xml;1844;narration;textgrid;das leben der hochgraefin gritta von rattenzuhausbeiuns;isabella von ägypten;0;85.5;bettina von arnim;arnim, bettina von;1;92.28571429
DAS_LEBEN_UND_DIE_MEINUNGEN_DES_HERRN_MAGISTER_SEBALDUS_NOTHANKER;['Das Leben und die Meinungen des Herrn Magisters Sebaldus Nothanker', 'Das Leben und die Meinungen des Herrn Magister Sebaldus Nothanker'];Nicolai;Friedrich ;Q1810894;2;Das Leben und die  Meinungen des Herrn Magister Sebaldus Nothanker;../../nicolai/sebaldus/sebaldus.html;1773;novel;Gutenberg-DE;das leben und die meinungen des herrn magister sebaldus nothanker;»draußen vor der tür« und andere werke;0;85.5;friedrich  nicolai;delius, friedrich christian;0;85.5
DAS_LEIDEN_EINES_KNABEN;['Das Leiden eines Knaben'];Meyer;Conrad Ferdinand;Q1169610;5;Das Leiden eines Knaben;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Das_Leiden_eines_Knaben.xml;1877;novella;textgrid;das leiden eines knaben;godwi oder das steinerne bild der mutter;0;85.5;conrad ferdinand meyer;meyer, conrad ferdinand;1;92.88888889
DAS_MAEDCHEN_VON_TREPPI;['Das MÃ¤dchen von Treppi'];Heyse;Paul;Q28071194;1;Das MÃ¤dchen von  Treppi;../../heyse/treppi/treppi.html;1855;([], ['novella']);Gutenberg-DE;das maedchen von treppi;godwi oder das steinerne bild der mutter;0;85.5;paul heyse;heyse, paul;1;90.47619048
DAS_MAERCHEN_DER_672._NACHT;['Das MÃ¤rchen der 672. Nacht'];Hofmannsthal;Hugo von;Q1169916;1;Das MÃ¤rchen der 672. Nacht;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hofmannsthal_Hugo_von_Das_MÃ¤rchen_der_672_Nacht.xml;1895;([], ['ErzÃ¤hlung']);textgrid;das maerchen der 672. nacht;der arme vetter;0;85.5;hugo von hofmannsthal;hofmannsthal, hugo von;1;92.79069767
DAS_MARMORBILD;['Marmorbild', 'Das Marmorbild'];Eichendorff;Joseph von;Q1169722;22;Das Marmorbild;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Eichendorff_Joseph_von_Das_Marmorbild.xml;1818;([], ['novella']);textgrid;das marmorbild;das marmorbild;1;100;joseph von eichendorff;eichendorff, joseph von;1;92.88888889
DAS_NATURFORSCHERSCHIFF;['Das Naturforscherschiff'];Wörishöffer;Sophie;noWikiID;1;Das  Naturforscherschiff;../../woerisho/naturfor/naturfor.html;1881;novel;Gutenberg-DE;das naturforscherschiff;godwi oder das steinerne bild der mutter;0;85.5;sophie wörishöffer;sophocles;0;60
DAS_NUSS-KERNEN;['Das NuÃŸ-Kernen, eine pfÃ¤lzische Idylle', 'Das NuÃŸ-Kernen'];Müller;Friedrich;noWikiID;5;Das NuÃŸkernen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/MÃ¼ller_Friedrich_(Maler_MÃ¼ller)_Das_NuÃŸkernen.xml;1778;idylls;textgrid;das nuss-kernen;godwi oder das steinerne bild der mutter;0;85.5;friedrich müller;leyen, friedrich von der;0;85.5
DAS_ODFELD;['Das Odfeld', 'das Odfeld'];Raabe;Wilhelm;Q1169997;6;Das Odfeld;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Das_Odfeld.xml;1888;novel;textgrid;das odfeld;das odfeld;1;100;wilhelm raabe;raabe, wilhelm;1;91.48148148
DAS_RECHT_DER_MUTTER;['Das Recht der Mutter'];Böhlau;Helene;noWikiID;3;Das Recht der  Mutter;../../boehlau/rechtmut/rechtmut.html;1896;novel;Gutenberg-DE;das recht der mutter;»draußen vor der tür« und andere werke;0;85.5;helene böhlau;meyer-franck, helene;0;85.5
DAS_SANCTUS;['Das Sanctus'];Hoffmann;E. T. A;Q1170225;1;Das Sanctus;../../Hoffmann/sanctus/sanctus.html;1816;([], ['short story']);Gutenberg-DE;das sanctus;godwi oder das steinerne bild der mutter;0;85.5;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DAS_SCHAEDLICHE;['Das SchÃ¤dliche'];Ebner-Eschenbach;Marie von;noWikiID;1;Das SchÃ¤dliche;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ebner_Eschenbach_Marie_von_Das_SchÃ¤dliche.xml;1894;narration;textgrid;das schaedliche;godwi oder das steinerne bild der mutter;0;85.5;marie von ebner-eschenbach;ebner-eschenbach, marie von;1;93.20754717
DAS_SCHATZHAUS_DES_KOENIGS;['Das Schatzhaus des KÃ¶nigs'];Walloth;Wilhelm;noWikiID;1;Das Schatzhaus des  KÃ¶nigs;../../walloth/schatzhs/schatzhs.html;1883;novel;Gutenberg-DE;das schatzhaus des koenigs;das narrenschiff;0;85.5;wilhelm walloth;gleim, johann wilhelm ludwig;0;85.5
DAS_SCHLOSS_DUERANDE;['Das SchloÃŸ DÃ¼rande', 'Das Schloss DÃ¼rande'];Eichendorff;Joseph von;Q1170280;3;Das SchloÃŸ  DÃ¼rande;../../Eichendorff/duerande/duerande.html;1817;([], ['novella']);Gutenberg-DE;das schloss duerande;das schloss dürande;1;92.30769231;joseph von eichendorff;eichendorff, joseph von;1;92.88888889
DAS_SCHWEIGEN_IM_WALDE;['Das Schweigen im Walde'];Ganghofer;Ludwig;noWikiID;2;Das Schweigen im  Walde;../../ganghofe/schweign/schweign.html;1899;novel;Gutenberg-DE;das schweigen im walde;godwi oder das steinerne bild der mutter;0;85.5;ludwig ganghofer;gleim, johann wilhelm ludwig;0;85.5
DAS_STEINERNE_HERZ;['Das steinerne Herz'];Hoffmann;E. T. A;noWikiID;2;Das steinerne Herz;../../Hoffmann/herz/herz.html;1816;([], ['novel']);Gutenberg-DE;das steinerne herz;godwi oder das steinerne bild der mutter;0;85.5;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DAS_STUTTGARTER_HUTZELMAENNLEIN;['Das Stuttgarter HutzelmÃ¤nnlein'];Mörike;Eduard;Q13142535;1;Das Stuttgarter  HutzelmÃ¤nnlein;../../moerike/hutzel/hutzel.html;1853;fairy tale;Gutenberg-DE;das stuttgarter hutzelmaennlein;das stuttgarter hutzelmännlein;1;95.08196721;eduard mörike;mörike, eduard;1;91.48148148
DAS_URTEIL_(KAFKA);['Das Urteil'];Kafka;Franz;Q278998;10;Das Urteil;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Kafka_Franz_Das_Urteil.xml;1913;(['short story'], ['narration']);textgrid;das urteil (kafka);godwi oder das steinerne bild der mutter;0;85.5;franz kafka;kafka, franz;1;90.86956522
DAS_VERLASSENE_HAUS;['Das verlassene Haus'];Hoefer;Edmund;noWikiID;1;Das verlassene  Haus;../../hoefer/1verhaus/1verhaus.html;1845;collection of stories;Gutenberg-DE;das verlassene haus;godwi oder das steinerne bild der mutter;0;85.5;edmund hoefer;licher, edmund;0;70.37037037
DAS_VERLORENE_LACHEN;['Das verlorene Lachen', 'Verlorene Lachen', 'Verlorenen Lachens', 'Verlorenes Lachen'];Keller;Gottfried;Q1171678;12;Das verlorene Lachen;../../keller/lachen/lachen.html;1874;novella;Gutenberg-DE;das verlorene lachen;das verlorne lachen;1;97.43589744;gottfried keller; keller, gottfried;1;92.12121212
DAS_VERMAECHTNIS_DES_INKA;['Das VermÃ¤chtnis des Inka'];May;Karl;noWikiID;1;Das VermÃ¤chtnis des  Inka;../../may/inka/0inhalt.html;1891;narration;Gutenberg-DE;das vermaechtnis des inka;das narrenschiff;0;85.5;karl may;may, karl;1;89.41176471
DAS_WALDROESCHEN;['Das WaldrÃ¶schen'];May;Karl;noWikiID;2;multiple pages;../../may/waldroe1/waldroe1.html;1883;;Gutenberg-DE;das waldroeschen;godwi oder das steinerne bild der mutter;0;85.5;karl may;may, karl;1;89.41176471
DAS_WEIBERDORF;['Das Weiberdorf'];Viebig;Clara;noWikiID;1;;55565;1900;;Gutenberg-US;das weiberdorf;godwi oder das steinerne bild der mutter;0;85.5;clara viebig;viebig, clara;1;91.2
DAS_ZAUBERSCHLOSS;['Das ZauberschloÃŸ'];Tieck;Ludwig;noWikiID;1;Das  ZauberschloÃŸ;../../tieck/zaubers/zaubers.html;1830;narration;Gutenberg-DE;das zauberschloss;godwi oder das steinerne bild der mutter;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DE_PROFUNDIS;['De profundis'];Przybyszewski;Stanislaw;noWikiID;1;De Profundis;../../przybysz/deprofun/deprofun.html;1895;;Gutenberg-DE;de profundis;undine;0;65.45454545;stanislaw przybyszewski;stanomir, vlad;0;57.27272727
DEN_STEIN_DER_WEISEN;['Den Stein der Weisen'];Wieland;Christoph Martin;noWikiID;1;Der Stein der Weisen;../../wieland/stein/stein.html;1791;narration;Gutenberg-DE;den stein der weisen;»draußen vor der tür« und andere werke;0;85.5;christoph martin wieland;wieland, christoph martin;1;93.06122449
DER_ALTE_VOM_BERGE;['Der Alte vom Berge'];Tieck;Ludwig;noWikiID;1;Der Alte vom Berge;../../tieck/alteberg/alteberg.html;1828;novel;Gutenberg-DE;der alte vom berge;»draußen vor der tür« und andere werke;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DER_AMERIKAMUEDE;['Der AmerikamÃ¼de'];Kürnberger;Ferdinand;noWikiID;1;Der  AmerikamÃ¼de;../../kuernber/amerika/amerika.html;1855;novel;Gutenberg-DE;der amerikamuede;der mann mit den messern;0;85.5;ferdinand kürnberger;rosner, ferdinand;0;71.89189189
DER_AMTMANN_VON_HOHENWEILER;['Der Amtmann von Hohenweiler'];Naubert;Benedikte;noWikiID;1;;pdf;1787;;sophie;der amtmann von hohenweiler;der arme vetter;0;85.5;benedikte naubert;benedeit;0;78.75
DER_APOSTEL_(HAUPTMANN);['Der Apostel'];Hauptmann;Gerhart;Q28131950;1;;;1890;([], ['novella']);DTA;der apostel (hauptmann);der arme vetter;0;85.5;gerhart hauptmann;hauptmann, gerhart;1;92.28571429
DER_ARME_SPIELMANN;['Der arme Spielmann'];Grillparzer;Franz;Q1198306;5;Der arme Spielmann;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Grillparzer_Franz_Der_arme_Spielmann.xml;1847;([], ['narration']);textgrid;der arme spielmann;der arme spielmann;1;100;franz grillparzer;grillparzer, franz;1;92.28571429
DER_AUFRUHR_IN_DEN_CEVENNEN;['Der Aufruhr in den Cevennen', 'Aufruhr in den Cevennen'];Tieck;Ludwig;Q1192283;7;Der Aufruhr in den Cevennen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Tieck_Ludwig_Der_Aufruhr_in_den_Cevennen.xml;1826;novella;textgrid;der aufruhr in den cevennen;der arme vetter;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DER_BAUERNSPIEGEL;['Der Bauernspiegel'];Gotthelf;Jeremias;noWikiID;3;Der  Bauernspiegel;../../gotthelf/bauernsp/bauernsp.html;1837;;Gutenberg-DE;der bauernspiegel;»draußen vor der tür« und andere werke;0;85.5;jeremias gotthelf;gotthelf, jeremias;1;92.28571429
DER_BESUCH;['Der Besuch'];Gotthelf;Jeremias;noWikiID;2;Der Besuch;../../gotthelf/besuch/besuch.html;1854;narration;Gutenberg-DE;der besuch;der arme vetter;0;85.5;jeremias gotthelf;gotthelf, jeremias;1;92.28571429
DER_BLONDE_ECKBERT;['Der blonde Eckbert', 'Der blonde Eckbert Tiecks'];Tieck;Ludwig;Q1198407;8;Der blonde Eckbert;../../tieck/eckbert/eckbert.html;1796;([], ['novel']);Gutenberg-DE;der blonde eckbert;der blonde eckbert. der runenberg;1;90;ludwig tieck; tieck, ludwig;1;91.2
DER_BUETTNERBAUER;['Der BÃ¼ttnerbauer'];Polenz;Wilhelm von;noWikiID;2;Der BÃ¼ttnerbauer;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Polenz_Wilhelm_von_Der_BÃ¼ttnerbauer.xml;1895;novel;textgrid;der buettnerbauer;»draußen vor der tür« und andere werke;0;85.5;wilhelm von polenz;von deutz>;0;85.5
DER_CONDOR;['Der Condor'];Stifter;Adalbert;Q19156156;1;Der Condor;../../stifter/condor/condor.html;1840;([], ['short story']);Gutenberg-DE;der condor;der arme vetter;0;85.5;adalbert stifter;stifter, adalbert;1;92.12121212
DER_DRAEUMLING;['Der DrÃ¤umling'];Raabe;Wilhelm;Q1193032;1;Der DrÃ¤umling;../../raabe/draeumli/draeumli.html;1870;novel;Gutenberg-DE;der draeumling;der mann mit den messern;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DER_EINSAME;['Der Einsame'];Anzengruber;Ludwig;noWikiID;2;Der Einsam;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Anzengruber_Ludwig_Der_Einsam.xml;1881;narration;textgrid;der einsame;der einsame weg;0;95;ludwig anzengruber;anzengruber, ludwig;1;92.43243243
DER_FALSCHE_WOLDEMAR;['Der falsche Woldemar'];Alexis;Willibald;noWikiID;1;Der falsche  Woldemar;../../alexis/woldemar/woldemar.html;1842;novel;Gutenberg-DE;der falsche woldemar;»draußen vor der tür« und andere werke;0;85.5;willibald alexis;wietfeldt, williard james;0;66
DER_FAUST_DER_MORGENLAENDER;['Der Faust der MorgenlÃ¤nder'];Klinger;Friedrich Maximilian;noWikiID;1;Der Faust der  MorgenlÃ¤nder;../../klinger/faustmor/faustmor.html;1797;novel;Gutenberg-DE;der faust der morgenlaender;faust;0;90;friedrich maximilian klinger;klinger, friedrich maximilian von;1;87.21311475
DER_FINDLING;['Der Findling'];Kleist;Heinrich von;noWikiID;1;Der Findling;../../kleist/findling/findling.html;1811;narration;Gutenberg-DE;der findling;der mann mit den messern;0;85.5;heinrich von kleist; kleist, heinrich von;1;92.56410256
DER_FREIHOF_VON_AARAU;['Der Freihof von Aarau'];Zschokke;Heinrich;noWikiID;1;Der Freihof von Aarau;../../zschokke/aarau/aarau.html;1823;novel;Gutenberg-DE;der freihof von aarau;»draußen vor der tür« und andere werke;0;85.5;heinrich zschokke;wagner, heinrich mitwirkender];0;85.5
DER_FROMME_SPRUCH;['Der fromme Spruch'];Stifter;Adalbert;noWikiID;2;Der fromme Spruch;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Stifter_Adalbert_Der_fromme_Spruch.xml;1869;narration;textgrid;der fromme spruch;»draußen vor der tür« und andere werke;0;85.5;adalbert stifter;stifter, adalbert;1;92.12121212
DER_GEHUELFE;['Der GehÃ¼lfe', 'Der GehÃ¼lfe  '];Walser;Robert;Q1193785;5;;27598;1908;(['novel'], ['novel']);Gutenberg-US;der gehuelfe;der mann mit den messern;0;85.5;robert walser;walser, robert;1;91.48148148
DER_GEISTERSEHER;['Geisterseher', 'Der Geisterseher', 'Oie Geisterseher'];Schiller;Friedrich von;Q1193812;7;Der Geisterseher;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schiller_Friedrich_Der_Geisterseher.xml;1787;(['horror literature', 'fantasy'], ['novel']);textgrid;der geisterseher;der geisterseher;1;100;friedrich von schiller;von deutz>;0;85.5
DER_GENIUS;['Der Genius'];Grosse;Carl Friedrich August;noWikiID;2;Der Genius;../../grosseka/genius/genius.html;1791;novel;Gutenberg-DE;der genius;der arme vetter;0;85.5;carl friedrich august grosse;ranke, friedrich;0;85.5
DER_GOLDNE_SPIEGEL;['Der Goldne Spiegel', 'Der goldne Spiegel'];Wieland;Christoph Martin;noWikiID;9;Der goldne Spiegel;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Wieland_Christoph_Martin_Der_goldne_Spiegel.xml;1772;novel;textgrid;der goldne spiegel;»draußen vor der tür« und andere werke;0;85.5;christoph martin wieland;wieland, christoph martin;1;93.06122449
DER_GOLDNE_TOPF;['Der goldene Topf'];Hoffmann;E. T. A;Q785009;5;Der goldne Topf;../../Hoffmann/goldtopf/goldtopf.html;1814;(['literary fairy tale'], []);Gutenberg-DE;der goldne topf;der goldne topf;1;100;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DER_GOTTSUCHER;['Der Gottsucher'];Rosegger;Peter;Q55978264;1;;../../rosegger/gottsuch/preface.html;1883;([], ['novel']);Gutenberg-DE;der gottsucher;der mann mit den messern;0;85.5;peter rosegger;rosegger, peter;1;91.72413793
DER_GRUENE_HEINRICH;['Der grÃ¼ne Heinrich', 'GrÃ¼nen Heinrich', 'Begann der GrÃ¼ne Heinrich', 'GrÃ¼ne Heinrich', 'GrÃ¼nem Heinrich', 'Dortchen SchÃ¶nfund', 'Auch der grÃ¼ne Heinrich', 'GrÃ¼ner Heinrich'];Keller;Gottfried;Q1198871;75;Der grÃ¼ne Heinrich;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Keller_Gottfried_Der_grÃ¼ne_Heinrich.xml;1854;(['education novel', 'developmental novel', 'autobiography'], ['novel']);textgrid;der gruene heinrich;der grüne heinrich;1;91.89189189;gottfried keller; keller, gottfried;1;92.12121212
DER_HEILIGE;['Der Heilige'];Meyer;Conrad Ferdinand;Q1194176;15;Der Heilige;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Der_Heilige.xml;1880;([], ['novel']);textgrid;der heilige;der mann mit den messern;0;85.5;conrad ferdinand meyer;meyer, conrad ferdinand;1;92.88888889
DER_HEIZER;['Der Heizer'];Kafka;Franz;noWikiID;2;;16304;1913;narrative;Gutenberg-US;der heizer;der arme vetter;0;85.5;franz kafka;kafka, franz;1;90.86956522
DER_HERR_ETATSRAT;['Der Herr Etatsrat'];Storm;Theodor;Q15805136;2;Der Herr Etatsrat;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Der_Herr_Etatsrat.xml;1881;([], ['novella']);textgrid;der herr etatsrat;»draußen vor der tür« und andere werke;0;85.5;theodor storm;storm, theodor;1;91.48148148
DER_HEXENMEISTER;['Der Hexenmeister'];Seidel;Heinrich;noWikiID;1;Der Hexenmeister;../../seidelh/wintmaer/hexen.html;1885;narration;Gutenberg-DE;der hexenmeister;der mann mit den messern;0;85.5;heinrich seidel;leopoldi, hans heinrich;0;85.5
DER_HEXENSABBAT;['Der Hexensabbat'];Tieck;Ludwig;noWikiID;1;Hexensabbat;../../tieck/hexen/hexen.html;1831;narration;Gutenberg-DE;der hexensabbat;der mann mit den messern;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DER_HOCHWALD;['Der Hochwald'];Stifter;Adalbert;Q1194364;1;Der Hochwald;../../stifter/hochwald/hochwald.html;1841;narration;Gutenberg-DE;der hochwald;der hochwald;1;100;adalbert stifter;stifter, adalbert;1;92.12121212
DER_HUNGERPASTOR;['Raabes Der Hungerpastor', 'Der Hungerpastor', 'Vom Hungerpastor', 'Hungerpastor', 'Hungerpastors', 'Mit Der Hungerpastor'];Raabe;Wilhelm;Q1194487;23;Der Hungerpastor;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Der_Hungerpastor.xml;1864;(['developmental novel'], ['novel']);textgrid;der hungerpastor;der mann mit den messern;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DER_IM_IRR-GARTEN_DER_LIEBE_HERUM_TAUMELNDE_CAVALIER;['Der im Irr-Garten der Liebe herum taumelnde Cavalier'];Schnabel;Johann Gottfried;noWikiID;2;Der im Irr-Garten der Liebe herum taumelnde Cavalier;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnabel_Johann_Gottfried_Der_im_Irr_Garten_der_Liebe_herum_taumelnde_Cavalier.xml;1738;novel;textgrid;der im irr-garten der liebe herum taumelnde cavalier;der arme vetter;0;85.5;johann gottfried schnabel;uz, johann peter;0;85.5
DER_JUNGE_TISCHLERMEISTER;['Der junge Tischlermeister'];Tieck;Ludwig;Q1198964;1;Der junge Tischlermeister;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Tieck_Ludwig_Der_junge_Tischlermeister.xml;1836;novel;textgrid;der junge tischlermeister;der arme vetter;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DER_JUNKER_VON_DENOW;['Der Junker von Denow'];Raabe;Wilhelm;Q1194662;1;;44639;1859;novella;Gutenberg-US;der junker von denow;»draußen vor der tür« und andere werke;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DER_KLEINE_HAEWELMANN;['Der kleine HÃ¤welmann'];Storm;Theodor;Q1199225;1;Der kleine  HÃ¤welmann;../../storm/haewelma/haewelma.html;1849;(['fairy tale'], []);Gutenberg-DE;der kleine haewelmann;»draußen vor der tür« und andere werke;0;85.5;theodor storm;storm, theodor;1;91.48148148
DER_KOENIG_DER_BERNINA;['Der KÃ¶nig der Bernina'];Heer;Jakob Christoph;noWikiID;1;Der KÃ¶nig der  Bernina;../../heer/bernina/bernina.html;1900;novel;Gutenberg-DE;der koenig der bernina;»draußen vor der tür« und andere werke;0;85.5;jakob christoph heer;hiller, jakob;0;85.5
DER_LANDPREDIGER;['Der Landprediger'];Lenz;Jakob Michael Reinhold;Q1195163;1;Der Landprediger;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Lenz_Jakob_Michael_Reinhold_Der_Landprediger.xml;1777;narration;textgrid;der landprediger;der mann mit den messern;0;85.5;jakob michael reinhold lenz;lenz, jakob michael reinhold;1;93.27272727
DER_LANDVOGT_VON_GREIFENSEE;['Der Landvogt von Greifensee'];Keller;Gottfried;Q1195171;4;Der Landvogt von  Greifensee;../../keller/landvogt/landvogt.html;1877;novella;Gutenberg-DE;der landvogt von greifensee;der landvogt von greifensee;1;100;gottfried keller; keller, gottfried;1;92.12121212
DER_MAGNETISEUR_(E._T._A._HOFFMANN);['Der Magnetiseur'];Hoffmann;E. T. A;Q15456531;2;Der Magnetiseur;../../Hoffmann/magnetis/magnetis.html;1814;([], ['short story', 'narration']);Gutenberg-DE;der magnetiseur (e. t. a. hoffmann);der arme vetter;0;85.5;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DER_MAJOR;['Der Major'];Reinhard;Luise ;noWikiID;2;Der Major;../../reinhard/major/major.html;1869;novella;Gutenberg-DE;der major;der arme vetter;0;85.5;luise  reinhard;caputo-mayr, maria luise;0;85.5
DER_NACHSOMMER;['Der Nachsommer', 'Nachsommer', 'Der .Nachsommer'];Stifter;Adalbert;Q167320;31;Der Nachsommer;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Stifter_Adalbert_Der_Nachsommer.xml;1857;(['developmental novel', 'social novel'], []);textgrid;der nachsommer;der nachsommer;1;100;adalbert stifter;stifter, adalbert;1;92.12121212
DER_POJAZ;['Der Pojaz'];Franzos;Karl Emil;Q1196233;1;Der Pojaz;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Franzos_Karl_Emil_Der_Pojaz.xml;1905;novel;textgrid;der pojaz;der arme vetter;0;85.5;karl emil franzos;franzos, karl emil;1;92.28571429
DER_POSTEN_DER_FRAU;['Der Posten der Frau'];François;Louise von;noWikiID;2;Der Posten der Frau;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/FranÃ§ois_Louise_von_Der_Posten_der_Frau.xml;1865;narration;textgrid;der posten der frau;»draußen vor der tür« und andere werke;0;85.5;louise von françois;von deutz>;0;85.5
DER_PRINZ_VON_THEBEN;['Der Prinz von Theben'];Lasker-Schüler;Else;noWikiID;1;Der Prinz von  Theben;../../lasker/prinzthe/prinzthe.html;1914;collection of stories;Gutenberg-DE;der prinz von theben;»draußen vor der tür« und andere werke;0;85.5;else lasker-schüler;lasker-schüler, else;1;92.56410256
DER_PSYCHOLOGE;['Der Psychologe'];Tieck;Ludwig;noWikiID;1;Der Psycholog;../../tieck/psycholo/psycholo.html;1797;narration;Gutenberg-DE;der psychologe;der mann mit den messern;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DER_RABBI_VON_BACHERACH;['Der Rabbi von Bacherach'];Heine;Heinrich;noWikiID;1;Der Rabbi von Bacherach;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Heine_Heinrich_Der_Rabbi_von_Bacherach.xml;1840;narration;textgrid;der rabbi von bacherach;der rabbi von bacherach;1;100;heinrich heine; heine, heinrich;1;91.72413793
DER_RANGIERBAHNHOF;['Der Rangierbahnhof'];Böhlau;Helene;noWikiID;4;Der Rangierbahnhof;../../boehlau/rangier/rangier.html;1896;novel;Gutenberg-DE;der rangierbahnhof;»draußen vor der tür« und andere werke;0;85.5;helene böhlau;meyer-franck, helene;0;85.5
