wikiname;variations;author;author_firstname;wikiID;freq;repo_title;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
EIN_FEST_AUF_HADERSLEVHUUS;['Ein Fest auf Haderslevhuus'];Storm;Theodor;noWikiID;3;Ein Fest auf Haderslevhuus;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Ein_Fest_auf_Haderslevhuus.xml;1885;novella;textgrid;ein fest auf haderslevhuus;ein besserer herr;0;85.5;theodor storm;storm, theodor;1;91.48148148
EIN_GRUENES_BLATT;['Ein grÃ¼nes Blatt'];Storm;Theodor;Q111150981;1;;../../storm/novellen/gruenbla.html;1850;novella;Gutenberg-DE;ein gruenes blatt;ein bruderzwist in habsburg;0;85.5;theodor storm;storm, theodor;1;91.48148148
EIN_KAMPF_UM_ROM;['Ein Kampf um Rom'];Dahn;Felix;Q636812;9;Ein Kampf um Rom;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Dahn_Felix_Ein_Kampf_um_Rom.xml;1876;(['young adult fiction', 'historical fiction'], ['novel']);textgrid;ein kampf um rom;ein bruderzwist in habsburg;0;85.5;felix dahn;semmelroth, felix;0;85.5
EIN_KAMPF_UMS_RECHT;['Ein Kampf ums Recht'];Franzos;Karl Emil;Q95606786;1;Ein Kampf ums  Recht;../../franzos/kampfrec/kampfrec.html;1882;([], ['novel']);Gutenberg-DE;ein kampf ums recht;deutschland. ein wintermärchen;0;85.5;karl emil franzos;franzos, karl emil;1;92.28571429
EIN_WORT;['Ein Wort'];Ebers;Georg;noWikiID;1;Ein Wort;../../ebers/einwort/einwort.html;1882;novel;Gutenberg-DE;ein wort;der traum ein leben;0;85.5;georg ebers;baschnagel, georg;0;85.5
EINE_AEGYPTISCHE_KOENIGSTOCHTER;['Eine Ã¤gyptische KÃ¶nigstochter'];Ebers;Georg;noWikiID;1;Eine Ã¤gyptische  KÃ¶nigstochter;../../ebers/aegypt/aegypt.html;1864;;Gutenberg-DE;eine aegyptische koenigstochter;angst;0;72;georg ebers;baschnagel, georg;0;85.5
EINE_AUSSCHWEIFUNG;['Eine Ausschweifung'];Andreas-Salome;Lou;noWikiID;3;;../../salome/fenitsch/fenitsch.html;1898;;Gutenberg-DE;eine ausschweifung;auch eine philosophie der geschichte …;0;85.5;lou andreas-salome;andreas-salomé, lou;1;87.2972973
EINE_GESCHICHTE_AUS_DEM_BREGENZERWALDE;['Eine Geschichte aus dem Bregenzerwalde'];Felder;Franz Michael;noWikiID;1;;http://www.zeno.org/Literatur/M/Felder,+Franz+Michael/Roman/Reich+und+arm;1868;;zeno;eine geschichte aus dem bregenzerwalde;die mädchen aus viterbo;0;85.5;franz michael felder;felder, franz michael;1;92.68292683
EINE_MALERARBEIT;['Eine Malerarbeit'];Storm;Theodor;noWikiID;2;Eine Malerarbeit;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Eine_Malerarbeit.xml;1867;novella;textgrid;eine malerarbeit;auch eine philosophie der geschichte …;0;85.5;theodor storm;storm, theodor;1;91.48148148
EINE_STUNDE_HINTER_MITTERNACHT;['Eine Stunde hinter Mitternacht'];Hesse;Hermann;Q1306645;1;;42311;1899;prose;Gutenberg-US;eine stunde hinter mitternacht;undine;0;68.4;hermann hesse;hesse, hermann;1;91.48148148
EKKEHARD;['Ekkehard'];Scheffel;Joseph Viktor von;noWikiID;5;Ekkehard;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Scheffel_Joseph_Viktor_von_Ekkehard.xml;1855;novel;textgrid;ekkehard;die rückkehr d. verlorenen j. m. r. lenz;0;67.5;joseph viktor von scheffel;von deutz>;0;85.5
ELEAGABAL_KUPERUS;['Eleagabal Kuperus'];Strobl;Karl Hans;noWikiID;1;multiple pages;../../strobl/eleagab1/eleagab1.html;1910;;Gutenberg-DE;eleagabal kuperus;elektra;0;65.45454545;karl hans strobl;borcherdt, hans heinrich;0;85.5
ELISA_ODER_DAS_WEIB_WIE_ES_SEYN_SOLLTE;['Elisa oder das Weib wie es seyn sollte'];Wobeser;Karoline von;noWikiID;1;Elisa oder das Weib wie es seyn sollte;/Lesesaal/N/9781483938707;1795;;zeno;elisa oder das weib wie es sein sollte;na;0;0;caroline von wobeser;na;0;0
ELLEN_VON_DER_WEIDEN;['Ellen von der Weiden'];Reuter;Gabriele;noWikiID;2;Ellen von der Weiden;../../reuterga/weiden/weiden.html;1900;;Gutenberg-DE;ellen von der weiden;»draußen vor der tür« und andere werke;0;85.5;gabriele reuter;baptist-hlawatsch, gabriele;0;85.5
ELLERNKLIPP;['Ellernklipp', 'FÃ¼r Ellernklipp'];Fontane;Theodor;Q1332021;3;Ellernklipp;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Ellernklipp.xml;1881;novel;textgrid;ellernklipp;lenz;0;67.5;theodor fontane; fontane, theodor;1;91.93548387
ELSE_VON_DER_TANNE;['Else von der Tanne'];Raabe;Wilhelm;Q1333755;3;;../../raabe/elsetann/elsetann.html;1865;novella;Gutenberg-DE;else von der tanne;»draußen vor der tür« und andere werke;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
ELSI,_DIE_SELTSAME_MAGD;['Elsi, die seltsame Magd'];Gotthelf;Jeremias;Q1333830;4;Elsi die seltsame Magd;../../gotthelf/elsi/elsi.html;1843;([], ['novella']);Gutenberg-DE;elsi, die seltsame magd;elsi, die seltsame magd. der besenbinder …;1;90;jeremias gotthelf;gotthelf, jeremias;1;92.28571429
ERINNERUNGEN_VON_LUDOLF_URSLEU;['Erinnerungen von Ludolf Ursleu'];Huch;Ricarda;noWikiID;1;Erinnerungen von Ludolf  Ursleu dem JÃ¼ngeren;../../huchric/ursleu1/ursleu1.html;1893;novel;Gutenberg-DE;erinnerungen von ludolf ursleu;isabella von ägypten;0;85.5;ricarda huch;huch, ricarda;1;91.2
ESCH_ODER_DIE_ANARCHIE;['Esch oder die Anarchie'];Broch;Hermann;noWikiID;2;Esch oder die  Anarchie;../../broch/2esch/2esch.html;1903;novel;Gutenberg-DE;esch oder die anarchie;godwi oder das steinerne bild der mutter;0;85.5;hermann broch;broch, hermann;1;91.48148148
EVREMONT;['Evremont'];Bernhardi;Sophie;noWikiID;1;Evremont;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Bernhardi_Sophie_Evremont.xml;1836;novel;textgrid;evremont;egmont;0;71.42857143;sophie bernhardi;spies, bernhard;0;83.87096774
FAUSTS_LEBEN,_THATEN_UND_HOELLENFAHRT;['Fausts Leben, Thaten und HÃ¶llenfahrt'];Klinger;Friedrich Maximilian;Q1368395;2;Fausts Leben, Taten und HÃ¶llenfahrt;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Klinger_Friedrich_Maximilian_Fausts_Leben_Taten_und_HÃ¶llenfahrt.xml;1791;novel;textgrid;fausts leben, thaten und hoellenfahrt;fausts leben, taten und höllenfahrt;1;94.44444444;friedrich maximilian klinger;klinger, friedrich maximilian von;1;87.21311475
FELICITAS;['Felicitas'];Dahn;Felix;noWikiID;3;Felicitas;../../dahn/felicita/felicita.html;1882;novel;Gutenberg-DE;felicitas;aus dem leben eines taugenichts;0;56.25;felix dahn;semmelroth, felix;0;85.5
FLEGELJAHRE;['Flegeljahren'];Paul;Jean;Q1299976;3;Flegeljahre;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Jean_Paul_Flegeljahre.xml;1804;([], ['novel']);textgrid;flegeljahre;die flegeljahre;1;95;jean paul;jean paul;1;100
FLORENTIN;['Florentin'];Schlegel;Dorothea;noWikiID;17;Florentin;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schlegel_Dorothea_Florentin.xml;1801;novel;textgrid;florentin;florentin;1;100;dorothea schlegel;hölscher-lohmeyer, dorothea;0;85.5
FLORENTINISCHE_NAECHTE;['Florentinische NÃ¤chte'];Heine;Heinrich;noWikiID;1;Florentinische NÃ¤chte;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Heine_Heinrich_Florentinische_NÃ¤chte.xml;1836;;textgrid;florentinische naechte;florentinische nächte;1;93.02325581;heinrich heine; heine, heinrich;1;91.72413793
FRAGMENT_EINES_ROMANS;['Fragment eines Romans'];Weerth;Georg;noWikiID;1;Fragment eines Romans;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Weerth_Georg_Fragment_eines_Romans.xml;1845;;textgrid;fragment eines romans;angst;0;67.5;georg weerth;weerth, georg;1;91.2
FRANZ_STERNBALDS_WANDERUNGEN;['Franz Sternbalds Wanderungen', 'Sternbald', 'Franz Sternbalds Wanderungen 1798', 'Franz Sternbald'];Tieck;Ludwig;Q1449176;28;Franz Sternbalds;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Tieck_Ludwig_Franz_Sternbalds.xml;1798;([], ['novel']);textgrid;franz sternbalds wanderungen;franz sternbalds wanderungen;1;100;ludwig tieck; tieck, ludwig;1;91.2
FRAU_BEATE_UND_IHR_SOHN;['Frau Beate und ihr Sohn'];Schnitzler;Arthur;Q1451452;5;Frau Beate und ihr Sohn;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Frau_Beate_und_ihr_Sohn.xml;1913;narration;textgrid;frau beate und ihr sohn;»draußen vor der tür« und andere werke;0;85.5;arthur schnitzler;schnitzler, arthur;1;92.28571429
FRAU_BERTHA_GARLAN;['Frau Berta Garlan'];Schnitzler;Arthur;Q1451457;1;Frau Berta  Garlan;../../schnitzl/bertagar/bertagar.html;1901;([], ['novel']);Gutenberg-DE;frau bertha garlan;frau berta garlan;1;97.14285714;arthur schnitzler;schnitzler, arthur;1;92.28571429
FRAU_JENNY_TREIBEL;['Frau Jenny Treibel', 'Frau Jenny Treibel-Romans', 'Frau jenny Treibel', 'Frau Jenny Treibe'];Fontane;Theodor;Q351933;14;Frau Jenny Treibel;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Frau_Jenny_Treibel.xml;1892;([], ['novel']);textgrid;frau jenny treibel;frau jenny treibel;1;100;theodor fontane; fontane, theodor;1;91.93548387
FRAU_SORGE;['Frau Sorge'];Sudermann;Hermann;noWikiID;1;Frau Sorge;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Sudermann_Hermann_Frau_Sorge.xml;1887;novel;textgrid;frau sorge;frau jenny treibel;0;85.5;hermann sudermann;hermann &lt;0;85.5
FRAU_VON_SAVERNE;['Frau von Saverne'];Arnim;Achim von;noWikiID;1;Frau von Saverne;../../arnim/saverne/saverne.html;1817;narration;Gutenberg-DE;frau von saverne;von der pampelmuse geküßt;0;85.5;achim von arnim;arnim, achim von;1;91.93548387
FREIGEBOREN;['Freigeboren'];Spielhagen;Friedrich;noWikiID;1;Frei geboren;../../spielhag/frgebor/frgebor.html;1900;;Gutenberg-DE;freigeboren;reigen;0;75;friedrich spielhagen;klinger, friedrich maximilian von;0;85.5
FREIHEIT_DIE_ICH_MEINE;['Freiheit, die ich meine'];Ertl;Emil;noWikiID;2;Freiheit die ich  meine;../../ertl/freiheit/freiheit.html;1909;novel;Gutenberg-DE;freiheit die ich meine;die briefe;0;85.5;emil ertl;schering, emil;0;85.5
FREUDEN_DES_JUNGEN_WERTHERS;['Parodie Freuden des jungen Werthers', 'Freuden des jungen Werthers'];Nicolai;Friedrich ;Q1455757;2;Freuden des jungen  Werthers;../../nicolai/werther/werther.html;1775;(['wertheriad'], ['narration']);Gutenberg-DE;freuden des jungen werthers;leiden d. jungen werthers. 1. fassung v. 1774;0;85.5;friedrich  nicolai;delius, friedrich christian;0;85.5
FRIDOLIN_UND_SEIN_GLUECK;['Fridolin und sein GlÃ¼ck'];Saar;Ferdinand von;noWikiID;1;Herr Fridolin und sein  GlÃ¼ck;../../saar/fridolin/fridolin.html;1897;;Gutenberg-DE;fridolin und sein glueck;»draußen vor der tür« und andere werke;0;85.5;ferdinand von saar; saar, ferdinand von;1;92.43243243
FRUEHLING;['FrÃ¼hling'];Schlaf;Johannes;noWikiID;5;FrÃ¼hling;../../schlaf/fruehlin/fruehlin.html;1896;narrative;Gutenberg-DE;fruehling;frühlings erwachen;0;74.11764706;johannes schlaf;schlaf, johannes;1;91.93548387
GABRIELE;['Gabriele'];Schopenhauer;Johanna;noWikiID;1;Gabriele;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schopenhauer_Johanna_Gabriele.xml;1819;novel;textgrid;gabriele;die mißbrauchten liebesbriefe;0;64.28571429;johanna schopenhauer;kahr, johanna;0;85.5
GEHEIME_GESCHICHTE_DES_PHILOSOPHEN_PEREGRINUS_PROTEUS;['Geheime Geschichte des Philosophen Peregrinus Proteus'];Wieland;Christoph Martin;noWikiID;2;;../../wieland/peregrin/peregrin.html;1788;;Gutenberg-DE;geheime geschichte des philosophen peregrinus proteus;geschichte vom braven kasperl …;0;85.5;christoph martin wieland;wieland, christoph martin;1;93.06122449
GELD_UND_GEIST;['Geld und Geist'];Gotthelf;Jeremias;noWikiID;3;Geld und Geist;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Gotthelf_Jeremias_Geld_und_Geist.xml;1843;novel;textgrid;geld und geist;»draußen vor der tür« und andere werke;0;85.5;jeremias gotthelf;gotthelf, jeremias;1;92.28571429
GESCHICHTE_DES_AGATHON;['Geschichte des Agathon', 'Agathon'];Wieland;Christoph Martin;Q1517277;54;Geschichte des  Agathon;../../wieland/agathon/agathon.html;1766;([], ['novel']);Gutenberg-DE;geschichte des agathon;geschichte des agathon;1;100;christoph martin wieland;wieland, christoph martin;1;93.06122449
GESCHICHTE_DES_FRAEULEINS_VON_STERNHEIM;['Geschichte des FrÃ¤uleins von Sternheim', 'Geschichte des FrÃ¤uleins von Sternheim. Von einer Freundin derselben aus Original-Papieren und anderen zuverlÃ¤ÃŸigen Quellen gezogen', 'Die Geschichte des FrÃ¤uleins von Sternheim', 'Geschichte des FrÃ¤uleins von Sternheime'];La Roche;Sophie von;Q1517346;19;Geschichte des  FrÃ¤leins von Sternheim;../../laroche/sternhm/sternhm.html;1771;(['epistolary novel'], []);Gutenberg-DE;geschichte des fraeuleins von sternheim;fr?lein von sternheim;1;85.5;sophie von la roche;von deutz>;0;85.5
GESCHICHTE_EINES_DEUTSCHEN_DER_NEUSTEN_ZEIT;['Geschichte eines Deutschen der neusten Zeit'];Klinger;Friedrich Maximilian;noWikiID;1;Geschichte eines  Deutschen der neuesten Zeit;../../klinger/gescdeut/gescdeut.html;1798;novel;Gutenberg-DE;geschichte eines deutschen der neusten zeit;der arme vetter;0;85.5;friedrich maximilian klinger;klinger, friedrich maximilian von;1;87.21311475
GESCHICHTE_EINES_WIENERKINDES;['Geschichte eines Wienerkindes'];Saar;Ferdinand von;noWikiID;1;;http://www.zeno.org/Literatur/M/Saar,+Ferdinand+von/Erz%C3%A4hlungen/Novellen+aus+%C3%96sterreich/3.+Teil/Geschichte+eines+Wienerkindes;1891;;zeno;geschichte eines wienerkindes;geschichten aus dem wiener wald;0;66.66666667;ferdinand von saar; saar, ferdinand von;1;92.43243243
GESCHICHTE_VOM_BRAVEN_KASPERL_UND_DEM_SCHOENEN_ANNERL;['Geschichte vom braven Kasperl und dem schÃ¶nen Annerl', 'Geschichte vom braven Kasperl und schÃ¶nen Annerl', 'Geschichte vom braven Kasperl und vom schÃ¶nen Annerl'];Brentano;Clemes;Q1517619;9;Geschichte vom braven  Kasperl und dem schÃ¶nen Annerl;../../brentano/kasperl/kasperl.html;1815;([], ['novella']);Gutenberg-DE;geschichte vom braven kasperl und dem schoenen annerl;geschichte vom braven kasperl …;1;88.52459016;clemes brentano;brentano, clemens;1;89.0625
GESCHICHTE_VOM_GALGENMAENNLEIN;['Geschichte vom GalgenmÃ¤nnlein'];Fouqué;Friedrich de la Motte;noWikiID;1;Eine Geschichte vom GalgenmÃ¤nnlein;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/FouquÃ©_Friedrich_de_la_Motte_Eine_Geschichte_vom_GalgenmÃ¤nnlein.xml;1810;;textgrid;geschichte vom galgenmaennlein;geschichte vom braven kasperl …;0;68.85245902;friedrich de la motte fouqué;fouqué, friedrich de la motte-;1;91.72413793
GESCHICHTEN_AUS_DEN_TIROLER_BERGEN;['Geschichten aus den Tiroler Bergen'];Achleitner;Arthur;noWikiID;1;Geschichten aus den  Bergen;../../achleitn/bergen/bergen.html;1889;collection of stories;Gutenberg-DE;geschichten aus den tiroler bergen;brief an den vater;0;85.5;arthur achleitner;machen, arthur;0;73.5483871
GESCHWISTER_TANNER;['Geschwister Tanner'];Walser;Robert;Q1510146;4;;36172;1907;(['novel'], ['novel']);Gutenberg-US;geschwister tanner;tristan;0;64.28571429;robert walser;walser, robert;1;91.48148148
GESPRAECHE_MIT_DAEMONEN;['GesprÃ¤che mit DÃ¤monen'];Arnim;Bettina von;noWikiID;2;GesprÃ¤che mit DÃ¤monen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Bettina_von_GesprÃ¤che_mit_DÃ¤monen.xml;1852;prose;textgrid;gespraeche mit daemonen;oden;0;67.5;bettina von arnim;arnim, bettina von;1;92.28571429
GIB_MICH_FREI;['Gib mich freie'];Courths-Mahler;Hedwig;noWikiID;1;Gib mich frei;../../courthsm/gibmich/gibmich.html;1890;novel;Gutenberg-DE;gib mich frei;reigen;0;60;hedwig courths-mahler;junker, hedwig;0;85.5
GOCKEL,_HINKEL_UND_GACKELEIA;['Gockel, Hinkel und Gackeleia'];Brentano;Clemes;Q1478745;5;Gockel, Hinkel und  Gackeleia;../../brentano/gockel/gockel.html;1837;(['fairy tale', 'literary fairy tale', 'group of literary works'], ['collection of fairy tales']);Gutenberg-DE;gockel, hinkel und gackeleia;leonce und lena;0;85.5;clemes brentano;brentano, clemens;1;89.0625
GODWI;"['Godwi oder Das steinerne Bild der Mutter', 'Godwi', ""Aus mÃ¼ndlicher Ueberlieferung in Maria's Godwi""]";Brentano;Clemes;Q1533941;17;Godwi;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Brentano_Clemens_Godwi.xml;1801;(['epistolary novel'], ['novel']);textgrid;godwi;gedichte;0;60;clemes brentano;brentano, clemens;1;89.0625
GOLDELSE_(MARLITT);['Goldelse'];Marlitt;Eugenie;Q93955765;4;;../../marlitt/goldelse/goldelse.html;1867;(['family saga novel', 'romance novel'], ['novel']);Gutenberg-DE;goldelse (marlitt);oden;0;67.5;eugenie marlitt;engelmann, margit;0;62.5
GRANDISON_DER_ZWEYTE;['Grandison der Zweyte'];Musäus;Johan Karl August;noWikiID;1;Grandison der Zweite,;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/MusÃ¤us_Johann_Karl_August_Grandison_der_Zweite.xml;1760;;textgrid;grandison der zweyte;»draußen vor der tür« und andere werke;0;85.5;johan karl august musäus;musäus, johann karl august;1;91.2
GRETE_MINDE;['Grete Minde'];Fontane;Theodor;noWikiID;3;Grete Minde;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Grete_Minde.xml;1880;;textgrid;grete minde;grete minde;1;100;theodor fontane; fontane, theodor;1;91.93548387
GRILLPARZERS_LIEBESROMAN;['Grillparzers Liebesroman'];Lux;Joseph August;noWikiID;1;;../../lux/grillpar/grillpar.html;1912;;Gutenberg-DE;grillparzers liebesroman;romanzero;0;64.28571429;joseph august lux;schlegel, august wilhelm von;0;85.5
GROENLAENDISCHE_PROZESSE;['GrÃ¶nlÃ¤ndische Prozesse'];Paul;Jean;noWikiID;2;GrÃ¶nlÃ¤ndische  Prozesse;../../jeanpaul/groenlnd/groenlnd.html;1783;;Gutenberg-DE;groenlaendische prozesse;gedichte;0;67.5;jean paul;jean paul;1;100
GROSZMUETHIGER_FELDHERR_ARMINIUS;['GroszmÃ¼thiger Feldherr Arminius'];Lohenstein;Daniel Casper von;noWikiID;1;GroÃŸmÃ¼thiger Feldherr Arminius;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Lohenstein_Daniel_Casper_von_GroÃŸmÃ¼thiger_Feldherr_Arminius.xml;1689;;textgrid;groszmuethiger feldherr arminius;leo armenius;0;68.57142857;daniel casper von lohenstein;von deutz>;0;85.5
GUTMANNS_REISEN;['Gutmanns Reisen'];Raabe;Wilhelm;Q1557236;1;;../../raabe/gutmanns/gutmanns.html;1890;narrative;Gutenberg-DE;gutmanns reisen;reigen;0;75;wilhelm raabe;raabe, wilhelm;1;91.48148148
HALBTIER;['Halbtier!'];Böhlau;Helene;noWikiID;1;Halbtier!;../../boehlau/halbtier/halbtier.html;1899;;Gutenberg-DE;halbtier;über das marionettentheater;0;64.28571429;helene böhlau;meyer-franck, helene;0;85.5
HAMMER_UND_AMBOSS;['Hammer und AmboÃŸ'];Spielhagen;Friedrich;noWikiID;2;Hammer und AmboÃŸ;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Spielhagen_Friedrich_Hammer_und_AmboÃŸ.xml;1869;;textgrid;hammer und amboss;»draußen vor der tür« und andere werke;0;85.5;friedrich spielhagen;klinger, friedrich maximilian von;0;85.5
HANS_UND_HEINZ_KIRCH;['Hans und Heinz Kirch'];Storm;Theodor;Q1489200;9;;../../storm/kirch/kirch.html;1881;([], ['novella']);Gutenberg-DE;hans und heinz kirch;hans und heinz kirch;1;100;theodor storm;storm, theodor;1;91.48148148
HASTENBECK;['Hastenbeck'];Raabe;Wilhelm;noWikiID;1;Hastenbeck;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Hastenbeck.xml;1898;narrative;textgrid;hastenbeck;faust;0;60;wilhelm raabe;raabe, wilhelm;1;91.48148148
HEIDI_(ROMAN);['Heidis Lehr- und Wanderjahre'];Spyri;Johanna;Q271697;1;Heidis Lehr- und  Wanderjahre;../../spyri/heidi1/heidi1.html;1880;"([""children's novel""], [])";Gutenberg-DE;heidi (roman);die romantische schule;0;65.45454545;johanna spyri;lienhard, johanna;0;66.5
HEINRICH_JUNG_STILLINGS_JUGEND;['Heinrich Jung Stillings Jugend'];Jung-Stilling;Johann Heinrich;noWikiID;1;;../../jungstil/stjugend/stjugend.html;1777;;Gutenberg-DE;heinrich jung stillings jugend;der arme heinrich;0;85.5;johann heinrich jung-stilling;schmidt, johann n.;0;85.5
HEINRICH_VON_OFTERDINGEN;['Heinrich von Ofterdingen', 'Heinrichs von Ofterdingen'];Novalis;Heinrich;Q58178849;48;Heinrich von Ofterdingen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Novalis_Heinrich_von_Ofterdingen.xml;1802;(['novel'], ['novel']);textgrid;heinrich von ofterdingen;heinrich von ofterdingen;1;100;heinrich novalis;novalis;1;90
HEITERETEI;['Heiteretei'];Ludwig;Otto;noWikiID;1;Die Heiteretei;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ludwig_Otto_Die_Heiteretei.xml;1857;narration;textgrid;heiteretei;gas / gas. zweiter teil;0;72;otto ludwig;ludwig, otto;1;90.86956522
HERMANN_VON_UNNA;['Hermann von Unna'];Naubert;Benedikte;noWikiID;1;Herrmann von Unna;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Naubert_Benedikte_Herrmann_von_Unna.xml;1788;;textgrid;hermann von unna;von der pampelmuse geküßt;0;85.5;benedikte naubert;benedeit;0;78.75
HERR_LORENZ_STARK;['Herr Lorenz Stark'];Engel;Johann Jakob;noWikiID;2;Herr Lorenz Stark;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Engel_Johann_Jakob_Herr_Lorenz_Stark.xml;1801;novel;textgrid;herr lorenz stark;lenz;0;67.5;johann jakob engel;winckelmann, johann joachim;0;85.5
HERRMANN_UND_ULRIKE;['Herrmann und Ulrike'];Wezel;Johann Karl;noWikiID;4;Hermann und Ulrike;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Wezel_Johann_Karl_Hermann_und_Ulrike.xml;1780;;textgrid;herrmann und ulrike;»draußen vor der tür« und andere werke;0;85.5;johann karl wezel;wezel, johann carl;1;86.85714286
HERRN_DAMES_AUFZEICHNUNGEN;['Herrn Dames Aufzeichnungen'];Reventlow;Franziska;noWikiID;5;Herrn Dames Aufzeichnungen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Reventlow_Franziska_GrÃ¤fin_zu_Herrn_Dames_Aufzeichnungen.xml;1913;;textgrid;herrn dames aufzeichnungen;aus d. memoiren d. herrn v. schnabelewopski;0;85.5;franziska reventlow;paul, franziska;0;71.25
HESPERUS_ODER_45_HUNDPOSTTAGE;['Hesperus'];Paul;Jean;Q1527881;9;;../../jeanpaul/hesperus/hesperus.html;1795;(['novel'], ['novel']);Gutenberg-DE;hesperus oder 45 hundposttage;oden;0;67.5;jean paul;jean paul;1;100
HOEXTER_UND_CORVEY;['HÃ¶xter und Corvey'];Raabe;Wilhelm;Q1649221;1;HÃ¶xter und  Corvey;../../raabe/hoexter/hoexter.html;1879;narration;Gutenberg-DE;hoexter und corvey;höxter und corvey;1;91.42857143;wilhelm raabe;raabe, wilhelm;1;91.48148148
HOLLAENDISCHE_LIEBHABEREIEN;['HollÃ¤ndische Liebhabereien'];Arnim;Achim von;noWikiID;2;HollÃ¤ndische  Liebhabereien;../../arnim/liebhabr/liebhabr.html;1826;narration;Gutenberg-DE;hollaendische liebhabereien;reigen;0;81.81818182;achim von arnim;arnim, achim von;1;91.93548387
HOLLINS_LIEBELEBEN;"[""Hollin's Liebeleben""]";Arnim;Achim von;Q1624844;1;Hollin's Liebeleben;../../arnim/hollin/hollin.html;1802;(['epistolary novel'], ['novel']);Gutenberg-DE;hollins liebeleben;liebelei;0;78.75;achim von arnim;arnim, achim von;1;91.93548387
HOMO_SUM;['Homo sum'];Ebers;Georg;noWikiID;1;Homo sum;../../ebers/homosum/homosum.html;1878;novel;Gutenberg-DE;homo sum;romeo und julia auf dem dorfe;0;60;georg ebers;baschnagel, georg;0;85.5
