,wikiname,variations,wikiID,tag,count
14011,SIR_RICHARD_PAYNE,['Sir Richard Payne'],noWikiID,PERSON,1
14012,SIR_ROBERT,['Sir Robert'],noWikiID,PERSON,1
14013,SIR_ROBERT_COTTON_1ST_BARONET_OF_CONNINGTON,"['Robert Cotton', 'Cotton']",Q333098,PERSON,3
14014,SIR_ROBERT_PEEL_1ST_BARONET,['Robert Peel'],Q6039510,PERSON,3
14015,SIR_SAMSON,['Sir Samson'],noWikiID,PERSON,1
14016,SIR_SAMUEL_CROMPTON_1ST_BARONET,"['Samuel Crompton', 'Crompton']",Q7528937,PERSON,2
14017,SIR_SAMUEL_TUKE_1ST_BARONET,['Samuel Tuke'],Q3471250,PERSON,1
14018,SIR_THOMAS_BERTRAM,['Sir Thomas Bertram'],noWikiID,PERSON,1
14019,SIR_THOMAS_BRUCE-HOPE,['Sir Thomas Bruce-Hope'],noWikiID,PERSON,1
14020,SIR_THOMAS_HARDY_1ST_BARONET,['Thomas Hardy'],Q745286,PERSON,10
14021,SIR_TUNBELLY_CLUMSY,['Sir Tunbelly Clumsy'],noWikiID,PERSON,1
14022,SIR_UVEDALE_PRICE_1ST_BARONET,['Uvedale Price'],Q4006821,PERSON,4
14023,SIR_WILLIAM_CONGREVE_1ST_BARONET,['William Congreve'],Q7529538,PERSON,1
14024,SIR_WILLIAM_CONGREVE_2ND_BARONET,['William Congreve'],Q2142083,PERSON,4
14025,SIR_WILLIAM_CUSACK-SMITH_2ND_BARONET,['William Cusack Smith'],Q7529552,PERSON,1
14026,SIR_WILLIAM_FORBES_6TH_BARONET,"['Forbes', 'William Forbes']",Q12057902,PERSON,4
14027,SIR_WILLIAM_HAMILTON,['SIR WILLIAM HAMILTON'],noWikiID,PERSON,1
14028,SIR_WILLIAM_LOVEALL,['Sir William Loveall'],noWikiID,PERSON,1
14029,SIR_WILLIAM_ROBERTSON_1ST_BARONET,['William Robertson'],Q438200,PERSON,2
14030,"SIR_WILLIAM_TEMPLE,_1ST_BARONET",['Sir William Temple'],Q2248538,PERSON,1
14031,SIR_WILLIAM_TEMPLE_1ST_BARONET,"['William Temple', 'Sir William Temple']",Q2248538,PERSON,3
14032,SIR_WILLIAM_WYNDHAM_3RD_BARONET,['William Wyndham'],Q3569043,PERSON,1
14033,SISKIN,['Siskin'],noWikiID,PERSON,5
14034,SISSY,['Sissy'],noWikiID,PERSON,2
14035,SISSY_JUPE,['Sissy Jupe'],noWikiID,PERSON,3
14036,SIˆAN_JAMES,['Siˆan James'],noWikiID,PERSON,1
14037,SJENG_SCHALKEN,['Schalken'],Q469324,PERSON,2
14038,SKREBENSKY,['Skrebensky'],noWikiID,PERSON,1
14039,SKULKER,['Skulker'],noWikiID,PERSON,1
14040,SKYVERS,['Skyvers'],noWikiID,PERSON,1
14041,SLAINE_CASTLE,['Slaine Castle'],noWikiID,PERSON,1
14042,SLAV'RY,"[""Slav'ry""]",noWikiID,PERSON,3
14043,SLEDD_OF_ESSEX,['Sledd'],Q495530,PERSON,2
14044,SLÁN_LE_LUIMNEACH,['Slán le Luimneach'],noWikiID,PERSON,1
14045,SMALLWOOD,['Smallwood'],noWikiID,PERSON,1
14046,SMAOINTE_BEATHA_CHRÍOST,['Smaointe Beatha Chríost'],noWikiID,PERSON,2
14047,SMART,['Smart'],noWikiID,PERSON,10
14048,SMIKE,['Smike'],noWikiID,PERSON,1
14049,SMILES,['Smiles'],noWikiID,PERSON,5
14050,SMILESIAN,['Smilesian'],noWikiID,PERSON,2
14051,SMITHS,['Smiths'],noWikiID,PERSON,1
14052,SMITH_ELDER,['Smith Elder'],noWikiID,PERSON,1
14053,SMITH_ELDER_&_CO,"['Smith, Elder & Co']",noWikiID,PERSON,1
14054,SMOCK_ALLEY,['Smock Alley'],noWikiID,PERSON,5
14055,SMYTH,['Smyth'],noWikiID,PERSON,1
14056,SNA_FIR,['Sna Fir'],noWikiID,PERSON,1
14057,SNOPES,['Snopes'],noWikiID,PERSON,1
14058,SNOW,['Snow'],noWikiID,PERSON,2
14059,SNOW_(MUSICIAN),['Snow'],Q94708,PERSON,4
14060,SNOW_WHITE,['Snow White'],noWikiID,PERSON,1
14061,SNYDER,['Snyder'],noWikiID,PERSON,1
14062,SOAME_JENYNS,['Soame Jenyns'],Q7549768,PERSON,1
14063,SOCRATES,['Socrates'],noWikiID,PERSON,2
14064,SOFTY,['Softy'],noWikiID,PERSON,1
14065,SOLEDAD_BROTHER,['Soledad Brother'],noWikiID,PERSON,3
14066,SOLEURE,['Soleure'],noWikiID,PERSON,1
14067,SOLOMON_MCSLIME,['Solomon McSlime'],noWikiID,PERSON,1
14068,SOLON,['Solon'],Q133337,PERSON,1
14069,SOLVEIG_ROBINSON,['Solveig Robinson'],noWikiID,PERSON,1
14070,SOL_(MUSICIAN),['Sol'],Q7555482,PERSON,5
14071,SOL_PLAATJE,"['Solomon Plaatje', 'Solomon T. Plaatje']",Q2143151,PERSON,3
14072,SOME,['Some'],noWikiID,PERSON,1
14073,SOMERSET_MAUGHAM,['Somerset Maugham'],noWikiID,PERSON,7
14074,SOMUCH,['Somuch'],noWikiID,PERSON,1
14075,SON.,['Son.'],noWikiID,PERSON,1
14076,SONDHEIM,['Sondheim'],noWikiID,PERSON,1
14077,SONGDOGS,['Songdogs'],noWikiID,PERSON,1
14078,SONG_DROPT,['SONG Dropt'],noWikiID,PERSON,1
14079,SONIA_DELAUNAY,['Sonia Delaunay'],Q232972,PERSON,1
14080,SONIA_HOFKOSH,['Sonia Hofkosh'],noWikiID,PERSON,1
14081,SONIA_RYKIEL,['Sonia Rykiel'],Q237944,PERSON,1
14082,SONNETS,['Sonnets'],noWikiID,PERSON,1
14083,SONNET_II,['Sonnet II'],noWikiID,PERSON,1
14084,SONTAG,['Sontag'],noWikiID,PERSON,1
14085,SON_BAILE_AGUS_TÍRE,['Son Baile agus Tíre'],noWikiID,PERSON,1
14086,SOPHIA_ANDRES,['Sophia Andres'],noWikiID,PERSON,1
14087,SOPHIA_BRISCOE,['Sophia Briscoe'],Q15430675,PERSON,1
14088,SOPHIA_BURRELL,['Lady Sophia Burrell'],Q7562856,PERSON,1
14089,SOPHIA_GOLDBORNE,['Sophia Goldborne'],noWikiID,PERSON,1
14090,SOPHIA_LEE,['Sophia Lee'],noWikiID,PERSON,21
14091,SOPHIA_OF_HANOVER,"['Sophia, Electress of Hanover', 'Sophia', 'Sophia of Hanover', 'Sophia, Duchess of Hanover']",Q57224,PERSON,9
14092,SOPHIA_WESTERN,['Sophia Western'],noWikiID,PERSON,1
14093,SOPHIE_(MUSICIAN),['Sophie'],Q18161827,PERSON,1
14094,SOPHIE_HANNAH,['Sophie Hannah'],Q7563004,PERSON,1
14095,SOPHIE_HATTER,['Sophie Hatter'],noWikiID,PERSON,1
14096,SOPHIE_LEE,['Sophie Lee'],Q959879,PERSON,1
14097,SOPHIE_RAFFALOVICH,['Raffalovich'],Q18880265,PERSON,1
14098,SOPHIE_RISTAUD_COTTIN,['Sophie Cottin'],Q464409,PERSON,1
14099,SOPHIE_TREADWELL,['Sophie Treadwell'],Q7563073,PERSON,1
14100,SOPHOCLES,['Sophocles'],Q7235,PERSON,3
14101,SOPHRONIA,['Sophronia'],noWikiID,PERSON,1
14102,SORDELLO,['Sordello'],Q665165,PERSON,2
14103,SORLEY_MACLEAN,"['Somhairle MacGill-Eain', 'Sorley MacLean', 'Sorley Maclean']",Q1396507,PERSON,8
14104,SORRENSON,['Sorrenson'],noWikiID,PERSON,1
14105,SOTO,['Soto'],noWikiID,PERSON,1
14106,SOUTH_RIDING,['South Riding'],noWikiID,PERSON,1
14107,SOWETO,['Soweto'],noWikiID,PERSON,1
14108,SOYL,['Soyl'],noWikiID,PERSON,1
14109,SPAIN_MISTERIOS_DE_MADRID,['Spain Misterios de Madrid'],noWikiID,PERSON,1
14110,SPANNER,['Spanner'],noWikiID,PERSON,1
14111,SPARK,['Spark'],noWikiID,PERSON,161
14112,SPARROY,['Sparroy'],noWikiID,PERSON,1
14113,SPEAKING,['Speaking'],noWikiID,PERSON,1
14114,SPECTATOR_STEELE,['Spectator Steele'],noWikiID,PERSON,1
14115,SPENCER_HALL,['Spencer Hall'],Q18672346,PERSON,1
14116,SPENDER,['Spender'],noWikiID,PERSON,15
14117,SPENGLER,['Spengler'],noWikiID,PERSON,1
14118,SPERANZA,['Speranza'],noWikiID,PERSON,1
14119,SPIKE_MILLIGAN,['Spike Milligan'],noWikiID,PERSON,1
14120,SPILLER,['Spiller'],Q1140368,PERSON,1
14121,SPIVAK,['Spivak'],noWikiID,PERSON,13
14122,SPLENETICKS,['Spleneticks'],noWikiID,PERSON,1
14123,SPOCK,['Spock'],noWikiID,PERSON,1
14124,SPOKESONG,['Spokesong'],noWikiID,PERSON,1
14125,SPOONER,['Spooner'],noWikiID,PERSON,1
14126,SPOT,['Spot'],noWikiID,PERSON,1
14127,SPRANGER_BARRY,['Spranger Barry'],Q5566383,PERSON,3
14128,SPRINGMOUNT_BOG,['Springmount Bog'],noWikiID,PERSON,1
14129,SPRINGS,['Springs'],noWikiID,PERSON,1
14130,SPRUNG,['Sprung'],noWikiID,PERSON,1
14131,SPÁINNEACHAIBH,['Spáinneachaibh'],noWikiID,PERSON,1
14132,SQUANDER,['Squander'],noWikiID,PERSON,1
14133,SQUAREARE,['Squareare'],noWikiID,PERSON,1
14134,SRATHAIRE,['Srathaire'],noWikiID,PERSON,1
14135,SR_GEORGE_ELLISON,['Sr George Ellison'],noWikiID,PERSON,1
14136,ST._CLAIR,['St. Clair'],noWikiID,PERSON,5
14137,ST._CLAIR_OF_THE_ISLES,['St. Clair of the Isles'],noWikiID,PERSON,1
14138,ST._JAMES,['St. James'],noWikiID,PERSON,1
14139,ST._JAMES'S_CHRONICLE,"[""St. James's Chronicle""]",noWikiID,PERSON,1
14140,ST._JAMES'S_GAZETTE,"[""St. James's Gazette""]",noWikiID,PERSON,1
14141,ST._LEON,['St. Leon'],noWikiID,PERSON,1
14142,ST._OMER,['St. Omer'],noWikiID,PERSON,1
14143,ST._OSWALD,['St. Oswald'],noWikiID,PERSON,1
14144,STACEY,['Stacey'],noWikiID,PERSON,1
14145,STACY_AUMONIER,['Stacy Aumonier'],Q7596007,PERSON,3
14146,STAEL,['Stael'],noWikiID,PERSON,1
14147,STAINMORE,['Stainmore'],noWikiID,PERSON,1
14148,STAIR,['Stair'],noWikiID,PERSON,1
14149,STAIR_LITRIDHEACHTA,['Stair Litridheachta'],noWikiID,PERSON,2
14150,STAND,['Stand'],noWikiID,PERSON,1
14151,"STAND,_TEMENOS","['Stand, Temenos']",noWikiID,PERSON,1
14152,STANDING,['Standing'],noWikiID,PERSON,1
14153,STANDISH_HAYES_O'GRADY,"[""Standish O'Grady"", ""Standish Hayes O'Grady""]",Q7598645,PERSON,3
14154,STANDISH_JAMES_O'GRADY,"[""Standish James O'Grady"", ""Standish O'Grady""]",Q7598647,PERSON,9
14155,STANDISH_O'GRADY_2ND_VISCOUNT_GUILLAMORE,"[""Standish O'Grady""]",Q7598650,PERSON,2
14156,STANDÚN,['Standún'],noWikiID,PERSON,1
14157,STANFIELD,['Stanfield'],noWikiID,PERSON,2
14158,STANHOPE,['Stanhope'],noWikiID,PERSON,4
14159,STANISLAUS_JOYCE,['Stanislaus Joyce'],Q326243,PERSON,1
14160,STANISLAVSKI,['Stanislavski'],noWikiID,PERSON,1
14161,STANISŁAW_LEM,['Stanisław Lem'],noWikiID,PERSON,1
14162,STANLEY,['Stanley'],noWikiID,PERSON,19
14163,"STANLEY,_HENTY","['Stanley, Henty']",noWikiID,PERSON,1
14164,STANLEY_BALDWIN,"['Stanley Baldwin', 'Baldwin']",Q166635,PERSON,16
14165,STANLEY_CAVELL,['Stanley Cavell'],noWikiID,PERSON,3
14166,STANLEY_KUBRICK,['Stanley Kubrick'],noWikiID,PERSON,1
14167,STANLEY_MIDDLETON,['Stanley Middleton'],Q727856,PERSON,1
14168,STANLEY_PIERSON,['Stanley Pierson'],noWikiID,PERSON,1
14169,STANLEY_ROYLE,['Royle'],Q7599928,PERSON,2
14170,STANTON,['Stanton'],noWikiID,PERSON,2
14171,STANVILLE_HALL,['Stanville Hall'],noWikiID,PERSON,1
14172,STANWYCK,['Stanwyck'],noWikiID,PERSON,1
14173,STANZAS,['Stanzas'],noWikiID,PERSON,3
14174,STAN_BARSTOW,['Stan Barstow'],noWikiID,PERSON,7
14175,STAN_MCCABE,['McCabe'],Q3496501,PERSON,12
14176,STAN_PARKER,['Stan Parker'],noWikiID,PERSON,1
14177,STAN_SMITH,['Stan Smith'],Q54657,PERSON,2
14178,STAPLETON,['Stapleton'],noWikiID,PERSON,1
14179,STARK,['Stark'],noWikiID,PERSON,1
14180,STARKEY,['Starkey'],noWikiID,PERSON,1
14181,STARR,['Starr'],noWikiID,PERSON,2
14182,STARRY_MESSENGER,['Starry Messenger'],noWikiID,PERSON,1
14183,STATION_ISLAND,['Station Island'],noWikiID,PERSON,1
14184,STATIUS,['Statius'],Q243203,PERSON,2
14185,STAUFFER,['Stauffer'],noWikiID,PERSON,6
14186,STAUNTON,['Staunton'],noWikiID,PERSON,1
14187,STEAM,['Steam'],noWikiID,PERSON,1
14188,STEDMAN,['Stedman'],noWikiID,PERSON,7
14189,STEEVE,['Steeve'],noWikiID,PERSON,1
14190,STEEVE_HARGRAVES,['Steeve Hargraves'],noWikiID,PERSON,1
14191,STEFAN_COLLINI,['Stefan Collini'],noWikiID,PERSON,2
14192,STEF_PIXNER,['Stef Pixner'],noWikiID,PERSON,1
14193,STEIN,['Stein'],noWikiID,PERSON,3
14194,STEINBECK,['Steinbeck'],noWikiID,PERSON,1
14195,STEINER,['Steiner'],noWikiID,PERSON,7
14196,STELLA_BOWEN,['Stella Bowen'],Q7607043,PERSON,1
14197,STELLA_DUFFY,['Stella Duffy'],Q4155329,PERSON,1
14198,STELLA_GIBBONS,['Stella Gibbons'],Q1252645,PERSON,1
14199,STELLA_TILLYARD,['Stella Tillyard'],Q7607142,PERSON,1
14200,STENDHAL,['Stendhal'],Q502,PERSON,5
14201,STEPHANIE_BURT,['Stephen Burt'],Q7608816,PERSON,1
14202,STEPHANIE_KLEIN,['Stephanie Klein'],Q7608314,PERSON,1
14203,STEPHEN,['Stephen'],noWikiID,PERSON,1
14204,STEPHEN_ARATA,['Stephen Arata'],noWikiID,PERSON,2
14205,STEPHEN_BAXTER,['Stephen Baxter'],noWikiID,PERSON,1
14206,STEPHEN_BEHRENDT,['Stephen Behrendt'],noWikiID,PERSON,1
14207,STEPHEN_BLACKPOOL,['Stephen Blackpool'],noWikiID,PERSON,3
14208,STEPHEN_BLANCHARD,['Stephen Blanchard'],noWikiID,PERSON,1
14209,STEPHEN_C._BEHRENDT,['Stephen C. Behrendt'],noWikiID,PERSON,1
14210,STEPHEN_CAREY,['Stephen Carey'],Q7608856,PERSON,1
14211,STEPHEN_CONSTANTINE,['Stephen Constantine'],noWikiID,PERSON,2
14212,STEPHEN_CORNFORD,['Stephen Cornford'],noWikiID,PERSON,1
14213,STEPHEN_CRANE,['Stephen Crane'],noWikiID,PERSON,5
14214,STEPHEN_CROFT,['Stephen Croft'],noWikiID,PERSON,1
14215,STEPHEN_CULLEN,['Stephen Cullen'],Q28974082,PERSON,1
14216,STEPHEN_DUCK,['Stephen Duck'],Q7609103,PERSON,19
14217,STEPHEN_FREARS,['Stephen Frears'],Q55258,PERSON,2
14218,STEPHEN_GILL_(PHOTOGRAPHER),['Stephen Gill'],Q3498555,PERSON,1
14219,STEPHEN_GORDON,['Stephen Gordon'],noWikiID,PERSON,2
14220,STEPHEN_GREENBLATT,['Stephen Greenblatt'],noWikiID,PERSON,2
14221,STEPHEN_GUEST,['Stephen Guest'],Q7609368,PERSON,2
14222,STEPHEN_GWYNN,['Stephen Gwynn'],Q7609373,PERSON,5
14223,STEPHEN_HARRISON,['Stephen Harrison'],noWikiID,PERSON,1
14224,STEPHEN_HAWKING,['Stephen Hawking'],noWikiID,PERSON,1
14225,STEPHEN_HOPKINS,['Stephen Hopkins'],noWikiID,PERSON,1
14226,STEPHEN_J._BROWN,['Stephen J. Brown'],noWikiID,PERSON,1
14227,STEPHEN_J._BROWN_S._J.,['Stephen J. Brown S. J.'],noWikiID,PERSON,1
14228,STEPHEN_J._HAWKING,['Stephen J. Hawking'],noWikiID,PERSON,1
14229,STEPHEN_JEFFREY-POULTER,['Stephen Jeffrey-Poulter'],noWikiID,PERSON,1
14230,STEPHEN_JOSEPH,['Stephen Joseph'],noWikiID,PERSON,1
14231,STEPHEN_K._LAND,['Stephen K. Land'],noWikiID,PERSON,1
14232,STEPHEN_KING,['Stephen King'],noWikiID,PERSON,7
14233,STEPHEN_KING_OF_ENGLAND,['Stephen'],Q60849,PERSON,10
14234,STEPHEN_LEACOCK,"['Stephen Leacock', 'Leacock']",Q508029,PERSON,8
14235,STEPHEN_LEWIS,['Stephen Lewis'],Q655512,PERSON,1
14236,STEPHEN_MCKENNA_(NOVELIST),['Stephen McKenna'],Q7609964,PERSON,1
14237,STEPHEN_PAUL_MILLER,['Stephen Paul Miller'],noWikiID,PERSON,2
14238,STEPHEN_PHILLIPS,['Stephen Phillips'],Q4484168,PERSON,1
14239,STEPHEN_POLIAKOFF,['Stephen Poliakoff'],noWikiID,PERSON,1
14240,STEPHEN_REA,['Stephen Rea'],Q313042,PERSON,1
14241,STEPHEN_SCOBIE,['Stephen Scobie'],noWikiID,PERSON,1
14242,STEPHEN_SPENDER,['Stephen Spender'],noWikiID,PERSON,15
14243,STEPHEN_STORACE,"['Stephen Storace', 'Storace']",Q2369747,PERSON,2
14244,STEPHEN_V_OF_HUNGARY,['Stephen'],Q158038,PERSON,6
14245,STEPHEN_WATT_(POLITICIAN),['Stephen Watt'],Q16187364,PERSON,1
14246,STERN,['Stern'],noWikiID,PERSON,1
14247,STERNE,['Sterne'],noWikiID,PERSON,15
14248,STERNE_TRISTRAM,['Sterne Tristram'],noWikiID,PERSON,1
14249,STEVENTON,['Steventon'],noWikiID,PERSON,1
14250,STEVEN_CONNOR,['Steven Connor'],Q7614579,PERSON,5
14251,STEVEN_MARCUS,['Steven Marcus'],noWikiID,PERSON,1
14252,STEVEN_MILLHAUSER,['Steven Millhauser'],noWikiID,PERSON,1
14253,STEVEN_SHAPIN,['Steven Shapin'],noWikiID,PERSON,1
14254,STEVEN_SHAVIRO,['Steven Shaviro'],Q7615259,PERSON,1
14255,STEVEN_SPIELBERG,['Steven Spielberg'],noWikiID,PERSON,1
14256,STEVE_CLARK,['Steve Clark'],Q367617,PERSON,1
14257,STEVE_EVANS,"['Steve Evans', 'Evans']",noWikiID,PERSON,3
14258,STEVE_GOOCH,['Steve Gooch'],Q19880056,PERSON,1
14259,STEVE_GROVER,['Steve Grover'],noWikiID,PERSON,1
14260,STEVE_MCCAFFERY,['Steve McCaffery'],noWikiID,PERSON,1
14261,STEVE_MCEWAN,['McEwan'],Q7613326,PERSON,19
14262,STEVE_NOON,['Steve Noon'],Q7613475,PERSON,1
14263,STEVIE_DALTON,['Stevie Dalton'],noWikiID,PERSON,1
14264,STEVIE_DAVIES,['Stevie Davies'],Q7615581,PERSON,1
14265,STEVIE_SMITH,"['Stevie Smith', 'Smith']",Q468344,PERSON,13
14266,STEWART_BROWN,['Stewart Brown'],noWikiID,PERSON,1
14267,STEWART_HEADLAM,['Stewart Headlam'],Q568051,PERSON,2
14268,STEWART_PARKER,['Stewart Parker'],noWikiID,PERSON,11
14269,STIEG_LARSSON,['Stieg Larsson'],noWikiID,PERSON,3
14270,STIGAND,['Stigand'],Q616117,PERSON,1
14271,STOKER,['Stoker'],noWikiID,PERSON,46
14272,STOKES,['Stokes'],noWikiID,PERSON,9
14273,STONE,['Stone'],noWikiID,PERSON,5
14274,STONES,['Stones'],noWikiID,PERSON,1
14275,STOP,['STOP'],noWikiID,PERSON,1
14276,STOPES,['Stopes'],noWikiID,PERSON,2
14277,STOPFORD_BROOKE,['Stopford Brooke'],noWikiID,PERSON,1
14278,STOPFORD_BROOKE_(CHAPLAIN),['Stopford A. Brooke'],Q5587422,PERSON,2
14279,STOPPARD,['Stoppard'],noWikiID,PERSON,8
14280,STORM_JAMESON,['Storm Jameson'],Q541812,PERSON,4
14281,STOUTHAMER-LOEBER,['Stouthamer-Loeber'],noWikiID,PERSON,1
14282,STOWE,['Stowe'],noWikiID,PERSON,10
14283,STRACHAN,['Strachan'],noWikiID,PERSON,3
14284,STRAHAN,['Strahan'],noWikiID,PERSON,2
14285,STRAHANS,['Strahans'],noWikiID,PERSON,1
14286,STRAIDH_VAN,['Straidh van'],noWikiID,PERSON,1
14287,STRAND,['Strand'],noWikiID,PERSON,3
14288,STRANGE,['Strange'],noWikiID,PERSON,3
14289,STRANSOM,['Stransom'],noWikiID,PERSON,1
14290,STRAUSS,['Strauss'],noWikiID,PERSON,1
14291,STREEBY,['Streeby'],noWikiID,PERSON,2
14292,STREPHONS,['Strephons'],noWikiID,PERSON,1
14293,STRETTON,['Stretton'],noWikiID,PERSON,5
14294,STRICK,['Strick'],noWikiID,PERSON,2
14295,STRINDBERG,['Strindberg'],noWikiID,PERSON,4
14296,STRONGBOW,['Strongbow'],noWikiID,PERSON,1
14297,STRONGDOLD,['Strongdold'],noWikiID,PERSON,1
14298,STRUCTO,['Structo'],noWikiID,PERSON,1
14299,STRULDBRUGGS,['Struldbruggs'],noWikiID,PERSON,3
14300,STRUWWELPETER,['Struwwelpeter'],noWikiID,PERSON,1
14301,STUART,['Stuart'],noWikiID,PERSON,3
14302,STUART_CURRAN,"['Stuart Curran', 'STUART CURRAN']",noWikiID,PERSON,10
14303,STUART_GILBERT,['Stuart Gilbert'],Q7626586,PERSON,1
14304,STUART_HALL_(PRESENTER),['Stuart Hall'],Q3459517,PERSON,13
14305,STUART_MACBRIDE,['Stuart MacBride'],Q1369582,PERSON,1
14306,STUART_PRINCESSES,['Stuart Princesses'],noWikiID,PERSON,1
14307,"STUNNED,_BROCK","['Stunned, Brock']",noWikiID,PERSON,1
14308,STURROCKIAN,['Sturrockian'],noWikiID,PERSON,1
14309,ST_ANNE,['St Anne'],noWikiID,PERSON,1
14310,ST_CLAIR_OF_THE_ISLES,['St Clair of the Isles'],noWikiID,PERSON,1
14311,ST_GEORGE,['St George'],noWikiID,PERSON,1
14312,ST_GEORGE'S_ISLAND,"[""St George's Island""]",noWikiID,PERSON,1
14313,ST_GEORGE_FOR_ENGLAND,['St George for England'],noWikiID,PERSON,1
14314,ST_GILES,['St Giles'],noWikiID,PERSON,1
14315,ST_JAMES,['St James'],noWikiID,PERSON,1
14316,ST_JAMES'S_CHRISTMAS,"[""St James's Christmas""]",noWikiID,PERSON,1
14317,ST_JAMES'S_GAZETTE,"[""St James's Gazette""]",noWikiID,PERSON,1
14318,ST_JAMES'S_MAGAZINE,"[""St James's Magazine""]",noWikiID,PERSON,4
14319,ST_LEON,['St Leon'],noWikiID,PERSON,1
14320,ST_MARTIN'S_EVE,"[""St Martin's Eve""]",noWikiID,PERSON,1
14321,ST_OGG,['St Ogg'],noWikiID,PERSON,2
14322,STÉPHANE_MALLARMÉ,"['Mallarmé', 'Stéphane Mallarmé']",Q767,PERSON,22
14323,STÉPHANIE_FÉLICITÉ_COMTESSE_DE_GENLIS,['Madame de Genlis'],Q55037230,PERSON,2
14324,STÉPHANIE_GENLIS,['Stéphanie Genlis'],noWikiID,PERSON,1
14325,SUANTRAIDHE,['Suantraidhe'],noWikiID,PERSON,1
14326,SUAREZ,['Suarez'],noWikiID,PERSON,3
14327,SUAVITY,['Suavity'],noWikiID,PERSON,1
14328,SUCCESSIVE_JOHNSTONE,['Successive Johnstone'],noWikiID,PERSON,1
14329,SUDHANSU_DATTA_MAJUMDAR,['Majumdar'],Q7633768,PERSON,3
14330,SUE,['Sue'],noWikiID,PERSON,1
14331,SUE_BRIDEHEAD,['Sue Bridehead'],noWikiID,PERSON,5
14332,SUE_CLIFFORD,['Sue Clifford'],noWikiID,PERSON,1
14333,SUE_GRAFTON,['Sue Grafton'],noWikiID,PERSON,1
14334,SUHAYL_SAADI,['Suhayl Saadi'],noWikiID,PERSON,1
14335,SUIBHNE_MAC_DUINNSHLÉIBHE,['Suibhne'],Q7635301,PERSON,1
14336,SULPHUR,['Sulphur'],noWikiID,PERSON,1
14337,SULTER,['Sulter'],noWikiID,PERSON,1
14338,SUMAN_GUPTA,"['Suman Gupta', 'Gupta']",noWikiID,PERSON,3
14339,SUMMERFIELD,['Summerfield'],noWikiID,PERSON,1
14340,SUMMERS,['Summers'],noWikiID,PERSON,1
14341,SUPER_MARIO,['Super Mario'],noWikiID,PERSON,1
14342,SURREY,['Surrey'],noWikiID,PERSON,1
14343,SUSAN,['Susan'],noWikiID,PERSON,3
14344,"SUSAN,","['Susan,']",noWikiID,PERSON,1
14345,"SUSAN,_JINNY","['Susan, Jinny']",noWikiID,PERSON,1
14346,SUSANGUBAR;MARY_POOVEY,['SusanGubar;Mary Poovey'],noWikiID,PERSON,1
14347,SUSANNAH_CARTER,['Susannah Carter'],Q7648715,PERSON,1
14348,SUSANNAH_HARRISON,['Susannah Harrison'],Q18672367,PERSON,1
14349,SUSANNAH_MARIA_CIBBER,"['Susannah Cibber', 'Susannah Maria Cibber']",Q1638296,PERSON,2
14350,SUSANNAH_STRICKLAND_MOODIE,['Susannah Strickland Moodie'],noWikiID,PERSON,1
14351,SUSANNA_BLAMIRE,['Susanna Blamire'],Q7648643,PERSON,6
14352,SUSANNA_CENTLIVRE,"['Susanna Centlivre', 'Susannah Centlivre', 'Centlivre']",Q931103,PERSON,17
14353,SUSANNA_HIGHMORE,['Susanna Highmore'],Q7648666,PERSON,1
14354,SUSANNA_MOODIE,"['Susannah Moodie', 'Susanna Moodie']",Q1396169,PERSON,8
14355,SUSANNA_ROWSON,['Susanna Rowson'],Q458822,PERSON,1
14356,SUSANNE_LANGER,['Susanne Langer'],noWikiID,PERSON,3
14357,SUSAN_B._ANTHONY,['Susan B. Anthony'],Q192245,PERSON,1
14358,SUSAN_BASSNETT,['Susan Bassnett'],noWikiID,PERSON,1
14359,SUSAN_BROOK,['Susan Brook'],noWikiID,PERSON,2
14360,SUSAN_BROWN_(ENGLISH_ACTRESS),['Susan Brown'],Q7647615,PERSON,1
14361,SUSAN_C._GREENFIELD,['Susan C. Greenfield'],noWikiID,PERSON,1
14362,SUSAN_CARLILE,['Susan Carlile'],noWikiID,PERSON,3
14363,SUSAN_CENTLIVRE,['Susan Centlivre'],noWikiID,PERSON,1
14364,SUSAN_COOPER,['Susan Cooper'],noWikiID,PERSON,2
14365,SUSAN_DAVID_BERNSTEIN,['Susan David Bernstein'],noWikiID,PERSON,2
14366,SUSAN_DRUMMOND,['Susan Drummond'],noWikiID,PERSON,1
14367,SUSAN_E._WHYMAN,['Susan E. Whyman'],noWikiID,PERSON,1
14368,SUSAN_EDMONSTONE_FERRIER,"['Susan Ferrier', 'Ferrier', 'Susan Edmonstone Ferrier']",Q7647785,PERSON,19
14369,SUSAN_FRASER,['Susan Fraser'],Q7647842,PERSON,1
14370,SUSAN_GLASPELL,['Susan Glaspell'],Q468667,PERSON,1
14371,SUSAN_GUBAR,['Susan Gubar'],noWikiID,PERSON,5
14372,SUSAN_HAMILTON_(SOPRANO),"['Susan Hamilton', 'SUSAN HAMILTON']",Q16213381,PERSON,2
14373,SUSAN_HILL,['Susan Hill'],noWikiID,PERSON,1
14374,SUSAN_HOWE,['Susan Howe'],Q7647974,PERSON,2
14375,SUSAN_ISAACS,['Susan Isaacs'],noWikiID,PERSON,1
14376,SUSAN_J._WOLFSON,"['Susan Wolfson', 'Susan J. Wolfson']",Q7648019,PERSON,2
